"start" "end" "width" "strand" "gene"
"599" 651602 652864 1263 "+" "SCO0613"
"600" 652881 653165 285 "-" "SCO0614"
"601" 653448 653906 459 "+" "SCO0615"
"602" 653947 656322 2376 "-" "SCO0616"
"603" 656319 658772 2454 "-" "SCO0617"
"604" 659143 660528 1386 "+" "SCO0618"
"605" 660525 661268 744 "+" "SCO0619"
"606" 661329 661607 279 "-" "SCO0620"
"607" 661707 662291 585 "+" "SCO0621"
"608" 662373 663014 642 "+" "SCO0622"
"609" 663067 664686 1620 "+" "SCO0623"
"610" 664769 665773 1005 "-" "SCO0624"
"611" 665816 667096 1281 "-" "SCO0625"
"612" 667100 667744 645 "-" "SCO0626"
"613" 667741 669870 2130 "-" "SCO0627"
"614" 669972 671570 1599 "-" "SCO0628"
"615" 671618 672727 1110 "-" "SCO0629"
"616" 672882 673403 522 "-" "SCO0630"
"617" 673451 673633 183 "-" "SCO0631"
"618" 673733 674317 585 "+" "SCO0632"
"619" 674317 675069 753 "+" "SCO0633"
"620" 675420 676031 612 "-" "SCO0634"
"621" 676130 677023 894 "+" "SCO0635"
"622" 677227 678861 1635 "+" "SCO0636"
"623" 678937 679392 456 "+" "SCO0637"
"624" 679529 680188 660 "-" "SCO0638"
"625" 680496 681428 933 "-" "SCO0639"
"626" 681435 681863 429 "-" "SCO0640"
"627" 681960 682535 576 "+" "SCO0641"
"628" 682600 684345 1746 "-" "SCO0642"
"629" 684409 685095 687 "-" "SCO0643"
"630" 685288 687444 2157 "-" "SCO0644"
"631" 687554 688567 1014 "-" "SCO0645"
"632" 688679 689263 585 "+" "SCO0646"
"633" 689364 690161 798 "+" "SCO0647"
"634" 690228 690923 696 "+" "SCO0648"
"635" 690966 691283 318 "+" "SCO0649"
"636" 691320 691832 513 "+" "SCO0650"
"637" 691829 692614 786 "+" "SCO0651"
"638" 692619 692897 279 "+" "SCO0652"
"639" 692894 693445 552 "+" "SCO0653"
"640" 693442 694416 975 "+" "SCO0654"
"641" 694441 694785 345 "+" "SCO0655"
"642" 694782 695624 843 "+" "SCO0656"
"643" 695660 695869 210 "+" "SCO0657"
"644" 695866 696168 303 "+" "SCO0658"
"645" 696248 697354 1107 "+" "SCO0659"
"646" 697480 698811 1332 "+" "SCO0660"
"647" 698838 699824 987 "+" "SCO0661"
"648" 699821 700684 864 "+" "SCO0662"
"649" 700681 701712 1032 "+" "SCO0663"
"650" 701709 703604 1896 "+" "SCO0664"
"651" 703750 703977 228 "+" "SCO0665"
"652" 704114 706393 2280 "+" "SCO0666"
"653" 706448 707329 882 "-" "SCO0667"
"654" 707401 708993 1593 "-" "SCO0668"
"655" 709071 709688 618 "+" "SCO0669"
"656" 709685 711268 1584 "+" "SCO0670"
"657" 711379 711633 255 "-" "SCO0671"
"658" 711649 712200 552 "+" "SCO0672"
"659" 712209 712736 528 "-" "SCO0673"
"660" 712829 714181 1353 "-" "SCO0674"
"661" 714374 717028 2655 "+" "SCO0675"
"662" 717303 719897 2595 "+" "SCO0676"
"663" 720032 720874 843 "+" "SCO0677"
"664" 720985 721158 174 "-" "SCO0678"
"665" 721248 721463 216 "+" "SCO0679"
"666" 721495 723039 1545 "-" "SCO0680"
"667" 723181 724545 1365 "+" "SCO0681"
"668" 724639 725013 375 "-" "SCO0682"
"669" 725056 725580 525 "-" "SCO0683"
"670" 725619 726395 777 "-" "SCO0684"
"671" 726401 726808 408 "-" "SCO0685"
"672" 726845 728068 1224 "+" "SCO0686"
"673" 728130 728924 795 "-" "SCO0687"
"674" 729117 730289 1173 "+" "SCO0688"
"675" 730352 730987 636 "+" "SCO0689"
"676" 730984 731976 993 "+" "SCO0690"
"677" 732005 734134 2130 "+" "SCO0691"
"678" 734210 735667 1458 "-" "SCO0692"
"679" 735845 736192 348 "+" "SCO0693"
"680" 736312 736503 192 "+" "SCO0694"
"681" 736520 737506 987 "+" "SCO0695"
"682" 737846 738340 495 "-" "SCO0696"
"683" 738595 739482 888 "+" "SCO0697"
"684" 739510 739875 366 "-" "SCO0698"
"685" 739938 740231 294 "-" "SCO0699"
"686" 740314 742083 1770 "-" "SCO0700"
"687" 742242 742685 444 "-" "SCO0701"
"688" 742816 743394 579 "-" "SCO0702"
"689" 743575 743802 228 "+" "SCO0703"
"690" 743929 744847 919 "+" "SCO0704"
"691" 744945 745763 819 "-" "SCO0705"
"692" 745911 747194 1284 "-" "SCO0706"
"693" 747191 748387 1197 "-" "SCO0707"
"694" 748380 749279 900 "-" "SCO0708"
"695" 749276 750076 801 "-" "SCO0709"
"696" 750073 750864 792 "-" "SCO0710"
"697" 751917 753197 1281 "-" "SCO0711"
"698" 753318 756143 2826 "-" "SCO0712"
"699" 756314 757246 933 "-" "SCO0713"
"700" 757637 758524 888 "+" "SCO0714"
"701" 758531 758902 372 "-" "SCO0715"
"702" 759197 760399 1203 "+" "SCO0716"
"703" 760471 761598 1128 "+" "SCO0717"
"704" 761675 761896 222 "+" "SCO0718"
"705" 762009 762485 477 "-" "SCO0719"
"706" 762558 764051 1494 "-" "SCO0720"
"707" 764216 766594 2379 "-" "SCO0721"
"708" 766591 767331 741 "-" "SCO0722"
"709" 767385 768074 690 "+" "SCO0723"
"710" 768426 769367 942 "+" "SCO0724"
"711" 769688 770065 378 "+" "SCO0725"
"712" 770144 770632 489 "-" "SCO0726"
"713" 770665 771588 924 "-" "SCO0727"
"714" 771628 772362 735 "+" "SCO0728"
"715" 772544 772966 423 "+" "SCO0729"
"716" 772974 773435 462 "-" "SCO0730"
"717" 773432 774613 1182 "-" "SCO0731"
"718" 774765 776129 1365 "+" "SCO0732"
"719" 776203 776388 186 "-" "SCO0733"
"720" 776554 777828 1275 "-" "SCO0734"
"721" 777895 779097 1203 "+" "SCO0735"
"722" 779131 779826 696 "-" "SCO0736"
"723" 780012 780812 801 "-" "SCO0737"
"724" 780863 781402 540 "+" "SCO0738"
"725" 781386 782312 927 "-" "SCO0739"
"726" 782467 783096 630 "-" "SCO0740"
"727" 783096 784184 1089 "-" "SCO0741"
"728" 784362 786116 1755 "+" "SCO0742"
"729" 786125 786409 285 "-" "SCO0743"
"730" 786591 786956 366 "+" "SCO0744"
"731" 786984 787643 660 "-" "SCO0745"
"732" 787843 789096 1254 "+" "SCO0746"
"733" 789337 789837 501 "-" "SCO0747"
"734" 789960 790541 582 "+" "SCO0748"
"735" 790561 791535 975 "-" "SCO0749"
"736" 791701 791880 180 "-" "SCO0750"
"737" 791981 794467 2487 "-" "SCO0751"
"738" 794689 796002 1314 "-" "SCO0752"
"739" 796584 796799 216 "+" "SCO0753"
"740" 796977 797723 747 "+" "SCO0754"
"741" 797720 799942 2223 "+" "SCO0755"
"742" 799944 802766 2823 "+" "SCO0756"
"743" 802797 803807 1011 "+" "SCO0757"
"744" 803856 804035 180 "+" "SCO0758"
"745" 804091 805122 1032 "+" "SCO0759"
"746" 805135 805797 663 "+" "SCO0760"
"747" 805859 806038 180 "+" "SCO0761"
"748" 806172 806606 435 "-" "SCO0762"
"749" 806966 808135 1170 "+" "SCO0763"
"750" 808206 809813 1608 "-" "SCO0764"
"751" 810172 812415 2244 "-" "SCO0765"
"752" 812569 815655 3087 "-" "SCO0766"
"753" 815808 818315 2508 "+" "SCO0767"
"754" 818446 819111 666 "+" "SCO0768"
"755" 819148 820116 969 "-" "SCO0769"
"756" 820194 820751 558 "-" "SCO0770"
"757" 820761 821198 438 "-" "SCO0771"
"758" 821295 821873 579 "+" "SCO0772"
"759" 821848 822048 201 "-" "SCO0773"
"760" 822061 823299 1239 "-" "SCO0774"
"761" 823609 824058 450 "+" "SCO0775"
"762" 824123 825139 1017 "-" "SCO0776"
"763" 825287 826312 1026 "+" "SCO0777"
"764" 826361 826669 309 "+" "SCO0778"
"765" 826690 827085 396 "-" "SCO0779"
"766" 827277 828218 942 "+" "SCO0780"
"767" 828289 828789 501 "+" "SCO0781"
"768" 828755 829708 954 "-" "SCO0782"
"769" 829910 831817 1908 "+" "SCO0783"
"770" 831835 832518 684 "+" "SCO0784"
"771" 832515 833198 684 "-" "SCO0785"
"772" 833261 833800 540 "+" "SCO0786"
"773" 833931 835199 1269 "+" "SCO0787"
"774" 835238 835474 237 "-" "SCO0788"
"775" 835547 836665 1119 "+" "SCO0789"
"776" 836721 837377 657 "+" "SCO0790"
"777" 837541 838680 1140 "+" "SCO0791"
"778" 838977 840008 1032 "+" "SCO0792"
"779" 840026 840334 309 "-" "SCO0793"
"780" 840399 841688 1290 "-" "SCO0794"
"781" 841878 842372 495 "+" "SCO0795"
"782" 842488 843747 1260 "+" "SCO0796"
"783" 843808 844860 1053 "+" "SCO0797"
"784" 844881 846116 1236 "+" "SCO0798"
"785" 846084 846809 726 "-" "SCO0799"
"786" 846917 847534 618 "-" "SCO0800"
"787" 847649 849232 1584 "+" "SCO0801"
"788" 849194 850042 849 "-" "SCO0802"
"789" 850100 851074 975 "-" "SCO0803"
"790" 851097 851840 744 "-" "SCO0804"
"791" 851911 853212 1302 "-" "SCO0805"
"792" 853340 854365 1026 "-" "SCO0806"
"793" 854455 854775 321 "-" "SCO0807"
"794" 854802 855884 1083 "-" "SCO0808"
"795" 856126 857139 1014 "-" "SCO0809"
"796" 857132 858172 1041 "-" "SCO0810"
"797" 858169 859686 1518 "-" "SCO0811"
"798" 859963 861123 1161 "+" "SCO0812"
"799" 861242 863281 2040 "+" "SCO0813"
"800" 863278 864732 1455 "+" "SCO0814"
"801" 864811 865563 753 "+" "SCO0815"
"802" 865560 867038 1479 "+" "SCO0816"
"803" 867035 867682 648 "+" "SCO0817"
"804" 867800 868594 795 "+" "SCO0818"
"805" 868598 869908 1311 "+" "SCO0819"
"806" 869978 870337 360 "-" "SCO0820"
"807" 870420 871397 978 "-" "SCO0821"
"808" 871406 872086 681 "-" "SCO0822"
"809" 872193 872633 441 "+" "SCO0823"
"810" 872630 873520 891 "+" "SCO0824"
"811" 873517 874473 957 "+" "SCO0825"
"812" 874543 875343 801 "+" "SCO0826"
"813" 875388 875726 339 "-" "SCO0827"
"814" 875839 877500 1662 "+" "SCO0828"
"815" 877702 879078 1377 "+" "SCO0829"
"816" 879140 880219 1080 "-" "SCO0830"
"817" 880216 881136 921 "-" "SCO0831"
"818" 881133 882098 966 "-" "SCO0832"
"819" 882095 882805 711 "-" "SCO0833"
"820" 882826 883014 189 "-" "SCO0834"
"821" 883113 883760 648 "-" "SCO0835"
"822" 883920 884921 1002 "-" "SCO0836"
"823" 885004 885270 267 "-" "SCO0837"
"824" 885442 885867 426 "+" "SCO0838"
"825" 885933 888050 2118 "-" "SCO0839"
"826" 888194 888700 507 "-" "SCO0840"
"827" 888805 890367 1563 "+" "SCO0841"
"828" 890835 892211 1377 "+" "SCO0842"
"829" 892238 892672 435 "-" "SCO0843"
"830" 892665 893006 342 "-" "SCO0844"
"831" 893013 893279 267 "-" "SCO0845"
"832" 893386 894186 801 "+" "SCO0846"
"833" 894244 894702 459 "-" "SCO0847"
"834" 894818 895819 1002 "-" "SCO0848"
"835" 895829 896353 525 "-" "SCO0849"
"836" 896543 896968 426 "+" "SCO0850"
"837" 896973 898037 1065 "-" "SCO0851"
"838" 898034 898666 633 "-" "SCO0852"
"839" 898895 899293 399 "+" "SCO0853"
"840" 899538 902129 2592 "+" "SCO0854"
"841" 902174 902680 507 "-" "SCO0855"
"842" 902743 903969 1227 "-" "SCO0856"
"843" 904109 904747 639 "+" "SCO0857"
"844" 905000 905377 378 "-" "SCO0858"
"845" 905546 906055 510 "-" "SCO0859"
"846" 906052 908340 2289 "-" "SCO0860"
"847" 908340 908549 210 "-" "SCO0861"
"848" 908813 909472 660 "-" "SCO0862"
"849" 909469 910926 1458 "-" "SCO0863"
"850" 911343 911939 597 "-" "SCO0864"
"851" 912092 912862 771 "-" "SCO0865"
"852" 912931 913572 642 "-" "SCO0866"
"853" 913768 914472 705 "-" "SCO0867"
"854" 914827 915270 444 "-" "SCO0868"
"855" 915341 915715 375 "-" "SCO0869"
"856" 916336 916785 450 "-" "SCO0870"
"857" 916782 918377 1596 "-" "SCO0871"
"858" 918438 919775 1338 "-" "SCO0872"
"859" 919901 920182 282 "-" "SCO0873"
"860" 920727 921419 693 "-" "SCO0874"
"861" 921420 921755 336 "-" "SCO0875"
"862" 921927 922175 249 "-" "SCO0876"
"863" 922247 924913 2667 "+" "SCO0877"
"864" 924917 925795 879 "+" "SCO0878"
"865" 925792 926569 778 "+" "SCO0879"
"866" 926916 927332 417 "+" "SCO0880"
"867" 927534 928499 966 "-" "SCO0881"
"868" 928670 929017 348 "+" "SCO0882"
"869" 929061 929717 657 "+" "SCO0883"
"870" 929779 931212 1434 "-" "SCO0884"
"871" 931333 931737 405 "+" "SCO0885"
"872" 931757 932791 1035 "-" "SCO0886"
"873" 932864 933568 705 "-" "SCO0887"
"874" 933708 934271 564 "+" "SCO0888"
"875" 934332 935237 906 "-" "SCO0889"
"876" 935622 936329 708 "-" "SCO0890"
"877" 936431 937270 840 "+" "SCO0891"
"878" 937290 938240 951 "-" "SCO0892"
"879" 938389 939612 1224 "+" "SCO0893"
"880" 939627 941063 1437 "+" "SCO0894"
"881" 941071 942090 1020 "-" "SCO0895"
"882" 942453 942878 426 "-" "SCO0896"
"883" 942974 943567 594 "-" "SCO0897"
"884" 943851 945833 1983 "-" "SCO0898"
"885" 946045 946941 897 "+" "SCO0899"
"886" 947027 948310 1284 "+" "SCO0900"
"887" 948674 949762 1089 "-" "SCO0901"
"888" 949864 950292 429 "-" "SCO0902"
"889" 950551 950811 261 "+" "SCO0903"
"890" 950823 951122 300 "+" "SCO0904"
"891" 951217 951522 306 "+" "SCO0905"
"892" 951452 951949 498 "-" "SCO0906"
"893" 951968 952858 891 "-" "SCO0907"
"894" 952991 953455 465 "+" "SCO0908"
"895" 953440 954429 990 "-" "SCO0909"
"896" 954566 955867 1302 "+" "SCO0910"
"897" 955864 957204 1341 "+" "SCO0911"
"898" 957204 958019 816 "+" "SCO0912"
"899" 958016 958987 972 "+" "SCO0913"
"900" 959024 960292 1269 "-" "SCO0914"
"901" 960501 960758 258 "+" "SCO0915"
"902" 960792 961283 492 "-" "SCO0916"
"903" 961534 962553 1020 "+" "SCO0917"
"904" 962596 964941 2346 "+" "SCO0918"
"905" 964984 965943 960 "-" "SCO0919"
"906" 966016 966843 828 "-" "SCO0920"
"907" 966843 967613 771 "-" "SCO0921"
"908" 967895 968641 747 "-" "SCO0922"
"909" 968638 970587 1950 "-" "SCO0923"
"910" 970589 971320 732 "-" "SCO0924"
"911" 971392 972276 885 "+" "SCO0925"
"912" 972311 973210 900 "-" "SCO0926"
"913" 973388 974224 837 "+" "SCO0927"
"914" 974312 976456 2145 "-" "SCO0928"
"915" 976453 977265 813 "-" "SCO0929"
"916" 977491 978444 954 "-" "SCO0930"
"917" 978713 979324 612 "+" "SCO0931"
"918" 979340 980104 765 "+" "SCO0932"
"919" 980316 980834 519 "+" "SCO0933"
"920" 980917 981558 642 "-" "SCO0934"
"921" 981742 982407 666 "+" "SCO0935"
"922" 982439 983044 606 "-" "SCO0936"
"923" 983389 983850 462 "+" "SCO0937"
"924" 983971 985377 1407 "+" "SCO0938"
"925" 985374 986237 864 "-" "SCO0939"
"926" 986247 986720 474 "+" "SCO0940"
"927" 986722 987876 1155 "-" "SCO0941"
"928" 988130 988684 555 "+" "SCO0942"
"929" 988826 989341 516 "+" "SCO0943"
"930" 989560 990210 651 "+" "SCO0944"
"931" 990249 991112 864 "-" "SCO0945"
"932" 991153 993243 2091 "-" "SCO0946"
"933" 993366 994778 1413 "+" "SCO0947"
"934" 994798 997821 3024 "-" "SCO0948"
"935" 997963 999210 1248 "-" "SCO0949"
"936" 999242 1000162 921 "-" "SCO0950"
"937" 1000159 1001091 933 "-" "SCO0951"
"938" 1001098 1002390 1293 "-" "SCO0952"
"939" 1002624 1003673 1050 "+" "SCO0953"
"940" 1003996 1004478 483 "-" "SCO0954"
"941" 1004534 1004710 177 "-" "SCO0955"
"942" 1005186 1005641 456 "+" "SCO0956"
"943" 1005700 1007202 1503 "-" "SCO0957"
"944" 1007306 1008646 1341 "-" "SCO0958"
"945" 1008835 1011153 2319 "-" "SCO0959"
"946" 1011212 1013830 2619 "-" "SCO0960"
"947" 1014030 1015229 1200 "-" "SCO0961"
"948" 1015300 1016463 1164 "-" "SCO0962"
"949" 1016501 1017394 894 "-" "SCO0963"
"950" 1017707 1018138 432 "-" "SCO0964"
"951" 1018179 1018838 660 "-" "SCO0965"
"952" 1018944 1019903 960 "-" "SCO0966"
"953" 1019971 1020594 624 "-" "SCO0967"
"954" 1020695 1021237 543 "-" "SCO0968"
"955" 1021386 1022009 624 "-" "SCO0969"
"956" 1022079 1022813 735 "-" "SCO0970"
"957" 1023053 1023964 912 "+" "SCO0971"
"958" 1024039 1024383 345 "+" "SCO0972"
"959" 1024508 1025767 1260 "+" "SCO0973"
"960" 1025757 1027076 1320 "-" "SCO0974"
"961" 1027393 1028832 1440 "+" "SCO0975"
"962" 1028822 1029955 1134 "-" "SCO0976"
"963" 1029991 1030341 351 "-" "SCO0977"
"964" 1030387 1030806 420 "-" "SCO0978"
"965" 1031136 1031372 237 "-" "SCO0979"
"966" 1031976 1033445 1470 "-" "SCO0981"
"967" 1033827 1035107 1281 "+" "SCO0982"
"968" 1035208 1036800 1593 "+" "SCO0983"
"969" 1036797 1037666 870 "+" "SCO0984"
"970" 1038243 1040561 2319 "+" "SCO0985"
"971" 1040764 1041465 702 "+" "SCO0986"
"972" 1041692 1043245 1554 "+" "SCO0987"
"973" 1043277 1043969 693 "+" "SCO0988"
"974" 1043990 1044394 405 "-" "SCO0989"
"975" 1044679 1045668 990 "-" "SCO0990"
"976" 1046251 1047114 864 "+" "SCO0991"
"977" 1047111 1048133 1023 "+" "SCO0992"
"978" 1047453 1047455 3 "+" "none"
"979" 1048130 1049368 1239 "+" "SCO0993"
"980" 1049361 1050626 1266 "+" "SCO0994"
"981" 1050595 1051344 750 "+" "SCO0995"
"982" 1051613 1052656 1044 "+" "SCO0996"
"983" 1052653 1053768 1116 "+" "SCO0997"
"984" 1053765 1054583 819 "+" "SCO0998"
"985" 1054754 1055401 648 "-" "SCO0999"
"986" 1055883 1056995 1113 "-" "SCO1000"
"987" 1057387 1057749 363 "+" "SCO1001"
"988" 1057892 1058278 387 "-" "SCO1002"
"989" 1058377 1058961 585 "+" "SCO1003"
"990" 1059073 1059873 801 "-" "SCO1004"
"991" 1059559 1059561 3 "-" "none"
"992" 1060181 1061398 1218 "+" "SCO1005"
"993" 1061415 1061552 138 "-" "SCO1006"
"994" 1061871 1063013 1143 "-" "SCO1007"
"995" 1063185 1063520 336 "+" "SCO1008"
"996" 1063535 1064155 621 "-" "SCO1009"
"997" 1064858 1066294 1437 "+" "SCO1010"
"998" 1066337 1068241 1905 "-" "SCO1011"
"999" 1068298 1069098 801 "-" "SCO1012"
"1000" 1069154 1069633 480 "-" "SCO1013"
"1001" 1069702 1071315 1614 "-" "SCO1014"
"1002" 1071312 1071656 345 "-" "SCO1015"
"1003" 1071720 1072544 825 "-" "SCO1016"
"1004" 1072677 1073219 543 "-" "SCO1017"
"1005" 1073299 1074141 843 "-" "SCO1018"
"1006" 1074142 1075377 1236 "+" "SCO1019"
"1007" 1075397 1076719 1323 "-" "SCO1020"
"1008" 1077009 1077458 450 "+" "SCO1021"
"1009" 1077501 1078328 828 "+" "SCO1022"
"1010" 1078574 1079182 609 "+" "SCO1023"
"1011" 1079228 1081729 2502 "+" "SCO1024"
"1012" 1081780 1084137 2358 "-" "SCO1025"
"1013" 1084395 1085219 825 "+" "SCO1026"
"1014" 1085351 1085824 474 "+" "SCO1027"
"1015" 1085859 1086983 1125 "-" "SCO1028"
"1016" 1087360 1087587 228 "+" "SCO1029"
"1017" 1087803 1088321 519 "+" "SCO1030"
"1018" 1088547 1091114 2568 "-" "SCO1031"
"1019" 1091111 1091860 750 "-" "SCO1032"
"1020" 1091857 1092141 285 "-" "SCO1033"
"1021" 1092244 1092897 654 "+" "SCO1034"
"1022" 1092908 1093495 588 "+" "SCO1035"
"1023" 1093492 1094400 909 "+" "SCO1036"
"1024" 1094465 1094866 402 "+" "SCO1037"
"1025" 1094911 1095258 348 "+" "SCO1038"
"1026" 1095280 1096518 1239 "-" "SCO1039"
"1027" 1096556 1097206 651 "-" "SCO1040"
"1028" 1097282 1098505 1224 "+" "SCO1041"
"1029" 1098616 1098966 351 "-" "SCO1042"
"1030" 1099030 1099809 780 "+" "SCO1043"
"1031" 1099831 1100772 942 "-" "SCO1044"
"1032" 1100965 1101198 234 "+" "SCO1045"
"1033" 1101284 1103545 2262 "+" "SCO1046"
"1034" 1103835 1104527 693 "+" "SCO1047"
"1035" 1104500 1104952 453 "-" "SCO1048"
"1036" 1105031 1106194 1164 "-" "SCO1049"
"1037" 1106404 1107006 603 "+" "SCO1050"
"1038" 1107018 1108091 1074 "+" "SCO1051"
"1039" 1108110 1108778 669 "-" "SCO1052"
"1040" 1109004 1109432 429 "-" "SCO1053"
"1041" 1109450 1110652 1203 "+" "SCO1054"
"1042" 1110755 1113025 2271 "-" "SCO1055"
"1043" 1113337 1114596 1260 "+" "SCO1056"
"1044" 1114608 1115573 966 "+" "SCO1057"
"1045" 1115579 1116406 828 "+" "SCO1058"
"1046" 1116447 1117826 1380 "+" "SCO1059"
"1047" 1117870 1119111 1242 "-" "SCO1060"
"1048" 1119167 1120834 1668 "-" "SCO1061"
"1049" 1120925 1123006 2082 "-" "SCO1062"
"1050" 1123067 1123960 894 "-" "SCO1063"
"1051" 1123963 1124898 936 "-" "SCO1064"
"1052" 1124895 1126256 1362 "-" "SCO1065"
"1053" 1126535 1127557 1023 "+" "SCO1066"
"1054" 1127704 1128876 1173 "+" "SCO1067"
"1055" 1128954 1129694 741 "+" "SCO1068"
"1056" 1129716 1130195 480 "-" "SCO1069"
"1057" 1130429 1131094 666 "-" "SCO1070"
"1058" 1131091 1132338 1248 "-" "SCO1071"
"1059" 1132462 1132683 222 "+" "SCO1072"
"1060" 1132744 1134012 1269 "-" "SCO1073"
"1061" 1134157 1135512 1356 "+" "SCO1074"
"1062" 1135646 1136689 1044 "-" "SCO1075"
"1063" 1136858 1137052 195 "-" "SCO1076"
"1064" 1137148 1138101 954 "-" "SCO1077"
"1065" 1138342 1139391 1050 "+" "SCO1078"
"1066" 1139479 1140312 834 "+" "SCO1079"
"1067" 1140293 1141591 1299 "-" "SCO1080"
"1068" 1141759 1142721 963 "-" "SCO1081"
"1069" 1142777 1143565 789 "-" "SCO1082"
"1070" 1143786 1144295 510 "-" "SCO1083"
"1071" 1144442 1144822 381 "-" "SCO1084"
"1072" 1145088 1145816 729 "+" "SCO1085"
"1073" 1145827 1146426 600 "-" "SCO1086"
"1074" 1146486 1147556 1071 "-" "SCO1087"
"1075" 1147553 1148371 819 "-" "SCO1088"
"1076" 1148368 1149771 1404 "-" "SCO1089"
"1077" 1149998 1150681 684 "+" "SCO1090"
"1078" 1150733 1151272 540 "-" "SCO1091"
"1079" 1151356 1151748 393 "+" "SCO1092"
"1080" 1151783 1152634 852 "+" "SCO1093"
"1081" 1151813 1151815 3 "+" "none"
"1082" 1152798 1153376 579 "+" "SCO1094"
"1083" 1153488 1154504 1017 "+" "SCO1095"
"1084" 1154572 1154766 195 "+" "SCO1096"
"1085" 1154808 1155686 879 "+" "SCO1097"
"1086" 1155717 1156292 576 "-" "SCO1098"
"1087" 1156289 1158022 1734 "-" "SCO1099"
"1088" 1158218 1158796 579 "+" "SCO1100"
"1089" 1158944 1159879 936 "+" "SCO1101"
"1090" 1160123 1160794 672 "+" "SCO1102"
"1091" 1160876 1161565 690 "+" "SCO1103"
"1092" 1161710 1162411 702 "+" "SCO1104"
"1093" 1162399 1163901 1503 "-" "SCO1105"
"1094" 1164110 1164766 657 "+" "SCO1106"
"1095" 1164809 1165264 456 "-" "SCO1107"
"1096" 1165403 1165774 372 "-" "SCO1108"
"1097" 1165916 1166995 1080 "+" "SCO1109"
"1098" 1167193 1167993 801 "+" "SCO1110"
"1099" 1167998 1168804 807 "-" "SCO1111"
"1100" 1168853 1170556 1704 "+" "SCO1112"
"1101" 1170638 1171792 1155 "+" "SCO1113"
"1102" 1171863 1172540 678 "+" "SCO1114"
"1103" 1172537 1173535 999 "+" "SCO1115"
"1104" 1173674 1174600 927 "+" "SCO1116"
"1105" 1174890 1175927 1038 "-" "SCO1117"
"1106" 1176089 1177579 1491 "-" "SCO1118"
"1107" 1177797 1178273 477 "+" "SCO1119"
"1108" 1178294 1179010 717 "+" "SCO1120"
"1109" 1179094 1179834 741 "+" "SCO1121"
"1110" 1179956 1180792 837 "-" "SCO1122"
"1111" 1180851 1181249 399 "+" "SCO1123"
"1112" 1181366 1181857 492 "-" "SCO1124"
"1113" 1181900 1182421 522 "-" "SCO1125"
"1114" 1182418 1183572 1155 "-" "SCO1126"
"1115" 1183673 1184611 939 "+" "SCO1127"
"1116" 1184628 1185536 909 "+" "SCO1128"
"1117" 1185632 1186480 849 "+" "SCO1129"
"1118" 1186491 1188266 1776 "+" "SCO1130"
"1119" 1188324 1189481 1158 "-" "SCO1131"
"1120" 1189474 1191621 2148 "-" "SCO1132"
"1121" 1191618 1192610 993 "-" "SCO1133"
"1122" 1192607 1193209 603 "-" "SCO1134"
"1123" 1193398 1193988 591 "+" "SCO1135"
"1124" 1193951 1194742 792 "-" "SCO1136"
"1125" 1194739 1196385 1647 "-" "SCO1137"
"1126" 1196781 1197779 999 "+" "SCO1138"
"1127" 1197776 1198321 546 "+" "SCO1139"
"1128" 1198323 1199822 1500 "+" "SCO1140"
"1129" 1199889 1200311 423 "-" "SCO1141"
"1130" 1200394 1201473 1080 "+" "SCO1142"
"1131" 1201486 1202247 762 "-" "SCO1143"
"1132" 1202480 1204282 1803 "-" "SCO1144"
"1133" 1204428 1204889 462 "+" "SCO1145"
"1134" 1204911 1205669 759 "-" "SCO1146"
"1135" 1205898 1207775 1878 "+" "SCO1147"
"1136" 1207772 1209553 1782 "+" "SCO1148"
"1137" 1209788 1210258 471 "+" "SCO1149"
"1138" 1210322 1210594 273 "+" "SCO1150"
"1139" 1210615 1211409 795 "-" "SCO1151"
"1140" 1211504 1214068 2565 "+" "SCO1152"
"1141" 1214088 1214954 867 "+" "SCO1153"
"1142" 1214956 1215927 972 "-" "SCO1154"
"1143" 1216065 1216478 414 "-" "SCO1155"
"1144" 1216584 1217012 429 "+" "SCO1156"
"1145" 1217041 1217655 615 "-" "SCO1157"
"1146" 1217724 1218137 414 "-" "SCO1158"
"1147" 1218156 1218593 438 "-" "SCO1159"
"1148" 1218590 1221178 2589 "-" "SCO1160"
"1149" 1221241 1221975 735 "-" "SCO1161"
"1150" 1222188 1222787 600 "+" "SCO1162"
"1151" 1223235 1224134 900 "-" "SCO1163"
"1152" 1224211 1224537 327 "+" "SCO1164"
"1153" 1224677 1225594 918 "+" "SCO1165"
"1154" 1225651 1225983 333 "-" "SCO1166"
"1155" 1226297 1228969 2673 "+" "SCO1167"
"1156" 1228966 1230234 1269 "+" "SCO1168"
"1157" 1230329 1231492 1164 "-" "SCO1169"
"1158" 1231648 1233093 1446 "+" "SCO1170"
"1159" 1233319 1234527 1209 "+" "SCO1171"
"1160" 1234835 1235440 606 "+" "SCO1172"
"1161" 1235615 1236874 1260 "+" "SCO1173"
"1162" 1237012 1238535 1524 "+" "SCO1174"
"1163" 1238595 1239002 408 "-" "SCO1175"
"1164" 1239663 1241453 1791 "-" "SCO1176"
"1165" 1241562 1242302 741 "+" "SCO1177"
"1166" 1242334 1242783 450 "-" "SCO1178"
